Id,Nombre,id_local,x,y
1394,EL RINCON DE ANDALUCIA II,270495093,440972.56,4468755.51
1395,EL SE?ORIO DE LAS SUERTES,270530811,449448.51,4468793.39
1396,PASTELERIA JARANDA,180000951,447300.52,4468593.43
1397,RESTAURANTE LA MERCED,270405092,447133.53,4470088.43
1398,PANS & COMPANY,270322620,441572.59,4475234.52
1399,EL CUCURUCHO DEL MAR,270226126,440100.59,4474526.53
1400,BETI JAI,280010220,440787.59,4475323.53
1401,PLAZA RAMALES TOMA JAMON,270348994,439631.6,4474312.53
1402,STAR STUDIO,280011526,440305.59,4474504.53
1403,DRINK SANDWICHES,280007490,439904.59,4474043.53
1404,NEVADO,270367780,440318.6,4475380.53
1405,HOTEL VICTORIA 4,280011560,440464.59,4474205.53
1406,R?TULO NO INFORMADO,270537179,439716.59,4473903.53
1407,CARPE DIEM,270541595,440074.59,4474502.53
1408,BAR AL-JJ,150002123,445448.57,4475755.47
1409,CERVECERIA  SICANIA RESTAURANTE,270023804,445498.57,4475782.47
1410,CASA JORGE,270169321,445571.57,4475792.47
1411,BAR FOCOS,270170693,445637.57,4475857.47
1412,LOS CABALLEROS DE ?VILA,270540726,445509.57,4475423.47
1413,LA FAMOSA CARNICER?A Y ALIMENTACI?N POLIVALENTE,270169926,445588.57,4475286.47
1414,CAFETERIA JOYMA,270328236,445297.57,4476371.47
1415,BAR L C,270533031,443410.6,4480892.51
1416,CAFETERIA JIMENEZ,270176173,443461.61,4481075.51
1417,EL RINCON DEL JAMON,270527064,443479.61,4481072.51
1418,CAFERERIA BAR LAS TRES CORONAS,280072564,445369.57,4476828.47
1419,EL CASTILLO BAR CERVECERIA,150001960,445283.57,4476395.47
1420,LA PARADA,270369967,436614.6,4470649.55
1421,SIN ROTULO,285045103,446457.56,4475341.45
1422,BAR RESTAURANTE LECHONA TAMAL Y MONDONGO,280072533,444787.57,4476224.48
1423,LA GIRALDA,270478412,444116.58,4476224.49
1424,CAFE BAR NEVADA,270173159,444258.58,4476199.48
1425,BAR CAYPI,270173096,444317.58,4476231.48
1426,RESTAURANTE EPOCA,270487051,443804.61,4481370.51
1427,MESON BRASA,280072453,445092.57,4476216.47
1428,BAR ZURICH,270169079,445376.57,4476193.47
1429,LAMADREBAR,280071610,445403.57,4476147.47
1430,HELADER?A TUCHI,280060672,449756.51,4468057.39
1431,CERVECERIA EL 31,270211778,444918.57,4476611.48
1432,NUEVO JIMENEZ,270350715,443318.61,4481168.51
1433,BAR RESTAURANTE DON GIL,270414502,444472.57,4475656.48
1434,BAR JOSE LUIS PAUL,270172338,444838.57,4476027.48
1435,BAR RIO,270173095,444335.58,4476228.48
1436,CAFETERIA LA LEONESA I,270173093,444338.58,4476234.48
1437,JUNQUERAL MARISQUERIA,270169071,445358.57,4476222.47
1438,"EXCLUSIVE PREMIUM BAR,INTERNATIONAL CUISINE,SHISHA?S LOUNGE, OUTLET",280020898,442198.58,4472622.51
1439,LA PARISIENA,270226785,443100.57,4473301.5
1440,SIGUERO,270064783,441274.59,4474152.52
1441,CAFE BAR TROY,270282330,442918.57,4473123.5
1442,"BAR EL TOLEDANO SAN CI, 39",270457083,448806.54,4472783.41
1443,BAR SAN ANTONIO,280047253,440061.62,4480617.55
1444,BAR PARIS,280043445,434821.62,4470596.57
1445,HARINA,30001361,441518.59,4474540.52
1446,TOMA JAM?N,270062995,442605.58,4474309.51
1447,BURGER KING,270029293,442759.57,4473142.5
1448,VIENA AZUL,270315556,443054.57,4473148.5
1449,ALQUITARA,270475000,442438.58,4472594.51
1450,JOTA CINCO,270282419,445944.57,4476589.46
1451,BAR,285044039,444969.57,4475578.47
1452,BAR PORSI,280071930,445884.56,4475183.46
1453,LA PARRILLA,270350834,445553.57,4475743.47
1454,BAR BARRANCO,150000807,445666.57,4475602.46
1455,CAFETERIA FUENTE DE,270027110,445511.57,4476906.47
1456,BAR LUVIAL,270235714,445527.57,4476878.47
1457,AMPARO PELUQUERIA,270369378,444336.57,4474827.48
1458,MESON BALCON  TIETAR II,280073029,445130.58,4477688.48
1459,EL HERMOSO VALLE CERVECERIA,270174329,444951.58,4477083.48
1460,GRAN HONG KONG,270268154,444037.59,4478855.49
1461,LA MARINA,270539437,445748.57,4476563.46
1462,PUNTO Y COMA,285046971,443649.6,4480336.5
1463,CAFETERIA EL SURTIDOR,270322983,440151.59,4472848.53
1464,STARBUCKS COFFE,10002063,439697.6,4474968.54
1465,EL TIO ANTONIO,270221528,434145.68,4485764.63
1466,GUISADO MOYA BLANCA FLORA,270334585,442291.58,4472650.51
1467,A Z FOOD  AND CAFE,30000493,441479.59,4474298.52
1468,ALFONSO XI,30001300,441432.59,4474283.52
1469,DONDE SIEMPRE,30000865,442675.57,4472612.5
1470,BAR-CAFETERIA  TANAY,270396723,442089.58,4472935.51
1471,LA TAGLIATELLA,280020919,442458.58,4474760.51
1472,EL TALGO,270063018,442705.58,4474263.5
1473,TOLEZAMAR BAR RESTAURANTE,270438338,443061.58,4474354.5
1474,R?TULO NO INFORMADO,270536657,447118.52,4468796.43
1475,HORNO ROSALES,285030921,442632.52,4466314.49
1476,BAR JANNA,270034144,438096.6,4473411.55
1477,RESTAURANTE MARTINETE,270379026,442405.58,4475696.51
1478,FABORIT,270525368,440983.59,4474145.52
1479,CAFETERIA DOMINGO'S,10002074,439935.6,4474652.53
1480,BAR LAS CUBAS,270184649,447411.52,4469390.43
1481,EL RINCON DE MINAYA,270533198,447201.52,4468741.43
1482,CAFETERIA FRANCES,270184330,447265.53,4469862.43
1483,CASA GORI,180000498,447642.53,4470441.43
1484,LA TAGLIATELLA  PIZZERIE,270524402,441344.61,4479403.53
1485,MESON RESTAURANTE O PAZO DE LUGO,270442965,440898.59,4473222.52
1486,RESTAURANTE GREEN,210000223,447676.58,4479363.44
1487,ARBONAIDA,280007460,439706.6,4474226.53
1488,LACA?A,280008896,441001.59,4473388.52
1489,CAFE DEL REAL,270202582,439799.6,4474370.53
1490,CERVECERIA LA SURE?A,280011727,,
1491,LA PLATERIA TABERNA BAR,270381187,441090.59,4473793.52
1492,CRUZ DE MALTA CERVECERIA,280011563,440474.59,4474192.53
1493,CABREIRA CERVECERIA,270047881,440289.6,4475429.53
1494,EL ABUELO,280011564,440475.59,4474139.53
1495,BAR EL PE?ON,270222333,439079.6,4473645.54
1496,CAFE DE LA VILLA,270231662,439594.6,4473972.53
1497,KFC,270232790,440357.59,4474330.53
1498,CERVECERIA ALEMANA,270434016,440574.59,4473993.53
1499,HOTEL ROOM MATE,10002848,440699.59,4474677.53
1500,DONNER KING,150001164,444423.57,4474983.48
1501,BAR LA CUADRILLA,150002692,444083.57,4475631.49
1502,DELICIOUS KITCHEN,270166791,444082.57,4475617.49
1503,LOS CLUBS,285043817,444104.57,4475591.49
1504,SAL Y PIMIENTA,270166808,444082.57,4475542.49
1505,COCOTITO,285003924,440375.59,4474150.53
1506,MALASPINA,10002179,440387.59,4474149.53
1507,CASA MARIUS,285003925,440379.59,4474149.53
1508,LA DESCUBIERTA,10000071,440388.59,4474077.53
1509,BAR RESTAURANTE EN BUSCA DEL TIEMPO,10001293,440387.59,4474125.53
1510,MAJADERITOS,270319739,440392.59,4474148.53
1511,R??TULO NO INFORMADO,10002469,440388.59,4474089.53
1512,BARCELONA OCHO,285003921,440387.59,4474106.53
1513,STARBUCKS,10002337,440654.59,4474390.53
1514,BAR SAN BRUNO,10002356,439958.59,4473811.53
1515,BAR,285043944,444563.57,4475712.48
1516,BAR RESTAURANTE PORTA LATINA,270353288,444326.57,4474823.48
1517,EL GALEON,270282793,444385.57,4474947.48
1518,BAR DOS HERMANOS,270485517,444606.57,4475156.48
1519,PUNTO LATINO,280071856,445535.57,4476505.47
1520,MESON LAS PICAS,270449399,446391.56,4474671.45
1521,BAR LOS CHARROS,270167482,444484.57,4475040.48
1522,DEHESA DE SANTA MARIA,60002521,441337.6,4478842.53
1523,BAR CHIC,270098662,439876.61,4478227.54
1524,LA MUCCA,10002882,440290.59,4474978.53
1525,BAR RESTAURANTE LA CARPA,270528599,440297.59,4473785.53
1526,LAS DESCALZAS,270051466,440066.59,4474484.53
1527,TABERNA ERRANTE,280007711,439519.6,4473622.53
1528,CAFETERIA OSMAR,270037687,439930.6,4474656.53
1529,CAFETERIA ALCES RESTAURANTE,280008952,440952.59,4473453.52
1530,RESTAURANTE EL PUCHERO SA,270280420,441871.6,4479109.52
1531,GREENER,50000844,443579.58,4477313.5
1532,GINOS,270477534,441921.6,4479459.52
1533,LA TABERNA DE PEDRO,50001144,442215.6,4478858.52
1534,RESTAURANTE EL MIRADOR CAFETERIA,40003061,443618.58,4476589.49
1535,R?TULO NO INFORMADO,270242372,441535.59,4475478.52
1536,EL MERCADO DE VELAZQUEZ,270070458,441973.58,4475048.51
1537,TACO BELL,280044177,439562.6,4475175.54
1538,TORO TAPAS,10001786,439700.6,4474377.53
1539,CEIP RAMIRO DE MAEZTU,50000418,441694.59,4477083.52
1540,CERVECERIA LA SURE?A,270272481,442897.58,4475006.5
1541,GENESIS,270191013,441229.54,4467238.51
1542,EL JAMON Y EL CHURRASCO,270278754,440973.61,4479108.53
1543,MAESTRO CHURRERO,280009323,440350.59,4473986.53
1544,MAESTRO CHURERO CHOCOLATERIA,270147649,440338.59,4473967.53
1545,PIZZERIA CARLOS,280032062,439850.61,4479082.55
1546,BAR EL CORTIJO II,280055514,439612.59,4471669.53
1547,ENKLIMA,90000853,439162.6,4475309.54
1548,FLORIDA 18,90000837,438632.61,4475000.55
1549,RESTAURANTE BAR RETORNO,270415052,444175.58,4476275.49
1550,CAFETERIA ORFE,150000841,444388.59,4478566.49
1551,MESON LA CHOZA BAR,270168982,445235.57,4476050.47
1552,BAR LAS GARGOLAS,270312304,444081.57,4475438.49
1553,CERVECERIA LA PLAZA,270243014,444885.57,4475103.47
1554,BAR-CAFETERIA,270544504,445012.57,4475386.47
1555,CAFETERIA BAR NORTE,150001167,445016.57,4475386.47
1556,SHANGO,280073500,446672.56,4474676.45
1557,BAR CAFETERIA LA CASTIZA,270532541,444282.58,4476142.48
1558,TABERNA EL 7,280073086,444469.58,4476329.48
1559,PIZZERIA DON VITO,150001862,444898.57,4475130.47
1560,BAR LA TABERNA DE YOLI ANTES LOS ?NGELES,270219443,448339.54,4473054.42
1561,EL SUE?O DE GONZALO,270439967,440881.6,4477683.53
1562,M?S CORAZ?N,270498059,440682.59,4473659.52
1563,EL GRANERO DE LAVAPIES,270042083,440667.59,4473287.52
1564,BAR LOS PUENTES,270349176,447074.53,4470262.44
1565,ENSALADAS Y MAS,40002744,441715.59,4476564.52
1566,BAR,60002766,441195.61,4480080.54
1567,SAPAMA,150000883,445511.57,4476869.47
1568,CERVECERIA CARLOS V,285015255,440722.62,4480880.54
1569,TABERNA LA BUHA,270545008,439761.59,4473676.53
1570,BAR EL VIAJERO,270224383,439740.59,4473687.53
1571,BAR EL PARQUE,270033527,441228.54,4467177.51
1572,EL OBRADOR SEVERIANO,120000435,441633.55,4468655.51
1573,LA BRA?A,270287281,440964.57,4470391.52
1574,CERVECERIA CHUNDA,270062764,442649.58,4474235.5
1575,POLLO Y CARBON,30001415,443004.57,4472936.5
1576,HELADOS SIENNA,270322568,442614.58,4474438.51
1577,CAFETER?A,270449162,442269.59,4476446.51
1578,CAFE Y MAS,280018283,439445.59,4472753.53
1579,IBERICO & D.O.,270322020,442857.58,4474066.5
1580,RESTAURANTE BACO,270089855,443325.59,4477963.5
1581,TABERNA LA GOYESCA,270363414,441813.6,4479167.52
1582,PENALTY LOUNGE BAR,280022554,441550.6,4478486.53
1583,ROTULO NO INFORMADO,285007188,442796.59,4478296.51
1584,ALLO PIZZA,280022993,442451.6,4478909.52
1585,LA VILLANA BAR,270398176,441871.6,4479136.52
1586,LUMAN II,50001539,443237.59,4477608.5
1587,BAR HERMANOS VELASCO,200001286,448283.57,4477609.43
1588,BAR AUTOMATICO,285002563,440723.59,4473299.52
1589,TABERNA LA CASTA,270049624,439796.6,4475377.54
1590,PASA Y PICA LA TABERNA,270538787,435512.59,4468620.56
1591,BIOTZA  BAR-RESTAURANTE,270486171,441728.59,4474998.52
1592,CAFETERIA PUERTA BONITA,280055778,437836.6,4471071.54
1593,CERVECERIA LA RIA,270349936,442780.59,4477212.51
1594,CAFETERIA FANNY,270309538,443253.59,4477624.5
1595,RESTAURANTE,285007253,442997.59,4478658.51
1596,CAF? BAR ENSANCHE 71,285033039,449258.51,4468236.4
1597,FORKON S.L.,270516059,442422.58,4472599.51
1598,ATLANTICO CASA DE PETISCOS,30001424,442364.58,4474665.51
1599,LA LUNA,280063979,446040.55,4473425.46
1600,LA CABA?A,280072827,444813.57,4476493.48
1601,SIN R?TULO,270036901,444891.57,4476594.48
1602,SIDRERIA ASTIGARRAGA,270545141,444928.57,4476617.48
1603,EL NAVIO,270176052,443165.61,4481053.51
1604,BAR EL PASO DOBLE,270547577,445070.57,4476202.47
1605,LA BOTELLER?A DEL SUR,285047080,444111.58,4475953.49
1606,VIPS,285004235,,
1607,ESTADO PURO,280016044,441067.59,4474019.52
1608,LOS GALAYOS,270193503,440041.59,4474047.53
1609,CHOCOLATERIA VALOR,10001841,440090.59,4474522.53
1610,COMETE EL MUNDO,10002547,440332.59,4473783.53
1611,STARBUCKS COFFEE,10001692,441034.59,4474069.52
1612,PUB SAGASTA 28,270047332,440847.59,4475478.53
1613,LA FAROLA,270438113,440325.59,4474356.53
1614,"LA MANYULA, BAR, CAFETER?A, RACIONES",280008167,439999.59,4473661.53
1615,M?R,280010893,439583.6,4475244.54
1616,RESTAURANTE CHINO PLAZA DEL ANGEL,10002400,440358.59,4474007.53
1617,LA TIA CEBOLLA,280009350,440429.59,4474063.53
1618,MAD MAD VEGAN,270193028,440736.59,4474909.53
1619,INDALO TAPAS,285002983,440612.59,4474876.53
1620,ANJO CERVECERIA,270437583,444187.58,4476056.49
1621,PELUQUERIA LOW COST,150000894,444404.57,4476167.48
1622,ALACENA CAFETERIA CERVECERIA,280072760,444273.58,4476337.48
1623,BAR ASTUR LEONES CERVECERIA,270173254,444550.57,4476328.48
1624,BAR LA VILLA DE TONY CAFE,280072801,444644.57,4476388.48
1625,CAFETERIA BAR QUEPAR,270276112,444675.57,4476406.48
1626,CAFETERIA ISLA,270173247,444695.57,4476419.48
1627,BAR-CERVECERIA,285046336,444795.57,4476481.48
1628,BAR LA TABERNA DE CHANA VIC?LVARO,270363410,447276.54,4472503.44
1629,100 MONTADITOS,270520861,440326.6,4477661.54
1630,DIDECO,60000799,441216.6,4479000.53
1631,BAR LA TERRAZA,270328707,444140.58,4477943.49
1632,EL RINCONCITO,280071775,445748.57,4475889.46
1633,BAR,285037743,443762.57,4472438.49
1634,LAS BOVEDAS DE CIBELES,270532624,440914.59,4474503.52
1635,TAPA TAPA,10000876,439964.59,4474332.53
1636,RESTAURANTE JALO,270379556,441180.58,4473428.52
1637,BAR BAHIA,270536164,440719.57,4470278.52
1638,BAR EL ENCIERRO,270527385,441300.56,4469187.51
1639,BAR: EMANUELA ANA,285014875,439607.62,4480842.56
1640,TAPIKAS,280031236,441290.61,4479497.53
1641,BAR EL MIRADOR DE SAN ISIDRO,170000797,441327.54,4467438.51
1642,PURE & BOWL,270549229,442379.57,4471633.51
1643,PIZZERIA MAYOR,280066914,447983.55,4474592.43
1644,BECQUER 6 FOOD & DRINKS,270082655,441725.59,4476383.52
1645,CRUZ AZUL,270479134,442474.58,4474249.51
1646,MURILLO CAFE,270064998,441344.58,4473832.52
1647,OFERCOPY,30000874,442961.58,4474362.5
1648,PARADOR DEL JAMON,270400740,443197.58,4474344.5
1649,LA CASITA DE CARLOTA,285027962,446089.55,4473223.46
1650,EL CHOCOLATE DE LORO,280010749,440060.6,4475405.53
1651,STARBUCKS COFFEE,10002508,,
1652,BAR RESTAURANTE MAISHA,270469151,440815.59,4473280.52
1653,LA POTENTE,280007570,439710.59,4473708.53
1654,MESON DE LA TORTILLA,285003991,439911.59,4474077.53
1655,MATUTE,285002832,440615.59,4473892.53
1656,LA PERCHA,270082346,441786.59,4475633.52
1657,CAFE CANELA RESTAURANTE,270545128,438733.6,4474829.54
1658,BAR CERVECERIA SEVILLA,120000726,440073.57,4470054.52
1659,CAFETERIA ZAMPA TAPAS,170000101,440105.54,4466830.51
1660,BAR LAS PALMERAS,280062175,441384.52,4466243.5
1661,BAR LOS AMIGOS,270326769,450535.57,4477998.39
1662,EL MORDISCO,285016516,439988.64,4483879.56
1663,MC DONALDS,270554753,442210.6,4478901.52
1664,BAR RESTAURANTE,280022576,441609.6,4478555.52
1665,RESTAURANTE FENIX,280047621,441400.62,4482461.54
1666,THE GOOD BURGER,270410790,439517.6,4475258.54
1667,EL 39,280048669,443455.62,4484118.52
1668,LA MENDOZINA,285016515,439981.64,4483880.56
1669,LA MESA PUESTA,280048873,439623.63,4481449.56
1670,KEBAB KEBABISH,270127850,438988.63,4481395.56
1671,BAR FELIX,270138062,439432.62,4479506.55
1672,HOSTAL  PERSAL,270043164,440424.59,4473973.53
1673,BAR LE PETIT,270265388,440624.59,4473319.52
1674,BAR LA PLAYA DE LAVAPIES,285002566,440651.59,4473314.52
1675,TAPAME,270267696,444516.57,4474844.48
1676,MONTEMAYOR,270305245,445052.57,4476140.47
1677,CAFETERIA ROMAN,270173797,444719.58,4476634.48
1678,SALONES LASO,270173801,444716.58,4476639.48
1679,CASA IVAN,270173819,444772.58,4476670.48
1680,CAFETERIA LUZON,270173370,444827.57,4476554.48
1681,BAR YOLANDA,270312478,444561.58,4476607.48
1682,KING DONER KEBAD,270078923,442700.58,4476363.51
1683,BODEGA LA FUENTE,280002450,442911.58,4475077.5
1684,BAR VALLADARES,270078918,442714.58,4476345.51
1685,BAR LA VEGA,270445995,440765.54,4467505.51
1686,BAR LA TERRAZA,170001445,440069.54,4466549.51
1687,EL SABINAR,270378767,439039.63,4480449.56
1688,RISTORANTE GINOS,80001227,438965.63,4480819.56
1689,THINK,270533223,442852.63,4484384.53
1690,80? GASTRO XS,270530573,443484.63,4484431.52
1691,BAR CAFETERIA HERMANOS RODRIGUEZ,270132173,441241.63,4482928.55
1692,CAFETERIA AZABAL,270132174,441241.63,4482952.55
1693,TELEPIZZA,270543843,440263.64,4483892.56
1694,LOS 100 MONTADITOS,285016718,440332.64,4483958.56
1695,CHUPI LERENDI,280048958,440441.64,4483983.56
1696,INTECA REFORMAS Y DESE?O DE INTERIORES,270213978,440250.62,4481163.55
1697,BAR GONGO,80001161,440047.62,4481109.55
1698,HORCHATERIA BARI HELADERIA,270130245,439785.62,4481040.55
1699,ZAGROS DOGER KEBAB,270413807,439753.62,4481031.55
1700,CERVECERIA LOS ROBLES,280047442,439487.63,4480962.56
1701,BAR SANTILLAN,270130126,439379.63,4480933.56
1702,PEGGY SUE,285016194,439136.63,4480869.56
1703,CAPRICHOS,80000977,443613.62,4484146.52
1704,MESON LOS ARCOS CAFETERIA,270435878,439840.62,4480435.55
1705,BAR EL RINCONCITO,270129915,439516.62,4480783.56
1706,BAR PALAS,270130068,439473.62,4480818.56
1707,ESCONDITE JAMONAL,80000613,441466.63,4483703.55
1708,BAR PRADENA,270272567,439747.62,4480863.55
1709,CAFETERIA FELGAR PUB,270131068,440848.62,4481138.54
1710,CAFETERIA FEREVA,270307845,441561.62,4481873.54
1711,MESON TOLEDANO,280047464,439822.62,4481050.55
1712,RESTAURANTE EL ENVITE,280048311,439079.63,4482117.57
1713,MADRID LA CORTE,270435104,439606.62,4480508.55
1714,BAR LA PONDEROSA 2,270544949,438772.63,4481274.57
1715,RESTAURANTE BAR HAWAII,80001052,439081.63,4480655.56
1716,RANIA Y AYA DONER KEBAB ASADOR DE POLLOS,280047383,439665.62,4480691.55
1717,BAR SAN LUIS,80000946,439712.62,4480813.55
1718,BAR CAFE IBOR,280047677,441013.62,4482450.55
1719,CAFETERIA RUBIO,280046825,439162.63,4481506.56
1720,BAR CERVECERIA J CAMPOS,280046785,438962.63,4481457.57
1721,MONTES,270393819,434141.68,4485778.63
1722,LA MARQUESITA,270206551,434182.68,4485742.63
1723,CASA PEPE,270198136,439557.62,4480400.55
1724,BAR TXAPELA TABERNA,280047229,439574.62,4480400.55
1725,BAR LAS TORCAS,270398092,438679.63,4480616.56
1726,EL 22 CAFE,270318984,440161.62,4480649.55
1727,LAS REJAS,270419230,440203.62,4480617.55
1728,ORFRAN,270374511,440677.62,4482002.55
1729,PIZZER?A DI CARLO,270544542,439390.63,4481409.56
1730,LA TABERNA,280047526,440576.62,4480826.54
1731,LA CHOZA DEL SEGOVIANO,280046693,434097.68,4485712.64
1732,LA STRADA,270418383,439193.63,4481489.56
1733,BAR LA ISLA,270127811,439143.63,4481476.56
1734,BAR CERVECERIA LA CARABELA,270128146,439112.63,4481335.56
1735,CERVECERIA CAFE BAR EL 88,270313306,438999.63,4481192.56
1736,BAR MELGAREZ,270497377,439244.63,4480773.56
1737,CAFETERIA LOS SERRANITOS CERVECERIA,280047893,440233.62,4480905.55
1738,BAR LA CANCHA,270307066,439879.62,4480812.55
1739,LA TABERNA DE PALACIO,270532528,434157.68,4485734.63
1740,LA MANO DE PABLO,280048662,443114.63,4484712.53
1741,CAFETERIA CASTELLOTE,80001254,440536.62,4481544.55
1742,CERVECERIA LA PI?ATA,280048872,439633.63,4481452.56
1743,CERVECERIA EL BARRIL,150000223,444561.58,4476607.48
1744,BAR RUVAL,270395377,444895.58,4476811.48
1745,D'CH,285002629,441227.58,4473368.52
1746,BAR LOS EXTREME?OS,270170644,445749.57,4475998.46
1747,DUNKIN COFFEE,270471620,441229.58,4473372.52
1748,PADTHAIWOK,280007617,439836.59,4473664.53
1749,CAFE DEL NUNCIO,270038664,439751.59,4473892.53
1750,LA PANERIE,270079133,442616.58,4476402.51
1751,EL GRAN BARRIL,40001331,442901.58,4475126.5
1752,LA COLONIAL  DE GOYA,40001224,442050.58,4475002.51
1753,EL TAPEO,280007821,439126.6,4473769.54
1754,BAR SEVE,270166814,444081.57,4475470.49
1755,BAR EL PINCEL DE SERGIO,130001569,445694.55,4470904.46
1756,PASTELERIA-CAFETERIA GLASSE,270434103,444205.57,4475784.48
1757,EL VERGEL DE LA VILLA,90000833,438501.61,4475085.55
1758,FLYING TIGER,10002288,440639.59,4474383.53
1759,"BAR PASCUAL, BAILEN 26",270039172,439414.6,4473655.54
1760,TAQUERIA MI CIUDAD,280011965,439902.59,4474283.53
1761,FRIDA,280009803,440867.59,4475050.52
1762,CASA PILUCA,280007810,439347.6,4473713.54
1763,BAR - RESTAURANTE,285001360,439846.59,4473895.53
1764,EUCALIPTO,270041313,440603.59,4473300.52
1765,RENCAJAL,285002923,441118.59,4474824.52
1766,EL TERREMOTO DE ATOCHA,270224434,440886.59,4473607.52
1767,DUNKIN COFFEE (CON HMC),280010456,440539.59,4474940.53
1768,JUICY AVENUE,280010388,440475.59,4475362.53
1769,SALON DE JUEGOS 22,110001626,438087.6,4471284.54
1770,POR DETERMINAR,270380715,440889.6,4477794.53
1771,LA SOTA,40000547,441949.59,4476389.52
1772,STARBUCKS COFFEE,280010866,439355.6,4475649.54
1773,A DETERMINAR,280044419,438985.6,4475515.54
1774,SAL GORDA,270247991,439384.61,4477687.55
1775,ASTORGA BAR,280044173,439487.6,4475095.54
1776,EL LAGAR,90000081,438930.61,4475587.54
1777,MORITZ,270538961,443471.59,4477656.5
1778,RESTAURANTE JAI ALAI,270020167,441516.59,4477540.52
1779,RODILLA,280022523,442514.59,4478132.51
1780,KANTAMELADE,270315689,442601.6,4478961.51
1781,LA BIEN TIRA,270272311,444719.58,4477028.48
1782,LA PARRILLA DEL PINAR,270543726,443412.61,4481615.51
1783,BAR EL PICOTEO,280058807,444650.56,4472238.47
1784,DONER KEBAB POLLO ASADO,270547000,436731.6,4470986.55
1785,BAR CAFETERIA DONER BEBAP,280055848,435267.59,4468465.56
1786,ENSALADAS Y M?S,20001615,442588.57,4471661.5
1787,BAR CERVECERIA LA FUENTE,270396099,436495.61,4472931.56
1788,OTOTOI,10002364,440777.59,4474441.52
1789,PUERTA BISAGRA,270261773,444007.56,4472565.48
1790,BAR FREIDURIA NUCITA GALLINEJA-ENTRESIJOS,280059461,444315.55,4470277.48
1791,TRUJILLO,170001945,442480.52,4466665.49
1792,MARAVILLAS III MUJIGATO,270540256,442306.58,4474983.51
1793,EL PALETO,270442962,444385.57,4476134.48
1794,LOS AROS III,270524920,440724.61,4479128.54
1795,EVELIO,270180918,439696.53,4466079.52
1796,DONER KEBAP POLLO ASADO,20001407,440432.59,4472835.53
1797,BAR GALICIA,280057951,443672.56,4471221.49
1798,BAR RESTAURANTE AKI ME QUEDO,270405618,444560.56,4471156.47
1799,BAR WENDIGO,285035712,444263.56,4471405.48
1800,BAR LA TAPERIA,130001523,444882.56,4471891.47
1801,BAR ALMAN?,280057795,443780.55,4470091.48
1802,FREIDUR?A MADRID,130001480,445303.55,4471758.46
1803,SANPAS CAFETERIA BAR,270472988,443034.59,4478592.51
1804,GOBOLO,270436166,442962.59,4478832.51
1805,RESTAURANTE CAFETERIA EL TENEDOR DE ORO,270208537,448445.57,4477779.43
1806,LOS GRANAINOS IV,80000574,438769.63,4481795.57
1807,CAFETERIA 3 OLIVOS,80000138,441413.63,4483617.55
1808,BELLA VISTA RESTAURACION,280022919,442647.6,4478993.51
1809,BAR-RESTAURANTE,270088054,443374.59,4477695.5
1810,RESTAURANTE SAMM,270096513,443204.6,4479500.51
1811,BAR NARANJO,150001619,446093.56,4475493.46
1812,EL RINCON DE ANA,280072046,446099.56,4475494.46
1813,RESTAURANTE GRILL STILL,270187028,447136.56,4476061.44
1814,BAR LA SIESTA,270139429,438355.6,4473670.54
1815,EL SABROSO,60000528,440956.61,4479523.54
1816,BAR PACO,270156371,439747.59,4470961.53
1817,CAFETERIA EL BALON DE ORO,120000543,441572.56,4469198.51
1818,PIMIENTO VERDE,270081451,442375.58,4475949.51
1819,BAR EL TRES,270020010,440653.59,4473751.52
1820,LA BUGA DEL LOBO,280008837,440680.59,4473308.52
1821,ROTULO,270032724,435454.62,4471468.56
1822,CPK,270478320,436782.61,4472876.56
1823,DONER KEBAB RESTAURANTE CAFETERIA EL JARDIN II,280056077,435782.58,4468179.55
1824,DON PEDRO,270542333,436761.6,4471004.55
1825,BAR CARUL,270396536,438659.59,4470787.53
1826,PASTELERIA,130001804,443131.57,4471080.49
1827,LAKEDADA,280031396,441201.61,4480490.54
1828,TABERNA LAS BOTAS,30001256,442652.58,4474514.5
1829,CAFETERIA YEMEN,270477596,442152.58,4472928.51
1830,LA FONDA DE ALGORA,30001231,442388.58,4474571.51
1831,EL RINCON DE ESTRELLA,280020112,443333.57,4473755.49
1832,MESON LA COLONIA,270325561,444070.56,4472444.48
1833,BAR EL CRUCE,270313148,443015.59,4477650.5
1834,LA TASQUITA DEL PEREIRA,285006877,442965.58,4476927.5
1835,RODILLA,50002162,441754.6,4478051.52
1836,TATE'S,280021917,442945.59,4477768.51
1837,BAR CASLA,270175591,444132.59,4478817.49
1838,LOS LE?OS,285045722,445537.57,4476501.47
1839,BAR LOS TOROS,280071748,445524.57,4475407.47
1840,TABERNA ECHULA,270546095,435456.62,4471226.56
1841,TABERNA DEL VOLAPIE JEREZ 1872,50001999,443404.58,4477342.5
1842,LA ENCINITA,270542009,441532.6,4477856.52
1843,TABERNA ARANZAZU,270216911,442464.59,4476664.51
1844,BAR-RESTAURANTE CASA MANOLO,285033620,447048.54,4472158.44
1845,CAFETERIA CALAVI,270019965,448350.54,4473027.42
1846,RESTAURANTE LA DEHESA CATELLANA II,270440534,442577.58,4473167.5
1847,COPA DE BALON,90001367,432752.66,4479931.63
1848,BAR PASTRANA,285038427,443082.55,4469464.49
1849,BENDITA LOCURA,40002694,442365.58,4476255.51
