Id,Nombre,id_local,x,y
468,LA PODEROSSA,280016959,440499.59,4472720.52
469,SONAR BANGLA DONER KEBAB,20001670,440521.59,4472681.52
470,LA PEQUE?A GRANA,270320527,440714.58,4472322.52
471,PE?A ATLETICA LEGAZPI,20001581,440782.58,4471663.52
472,RESTAURANTE LA OFICINA,270542907,442714.57,4471752.5
473,EL VIRREY DE SAN TELMO I,20000468,442603.57,4471683.5
474,MIS TRADICIONES DEL NORTE,20001671,439675.59,4472362.53
475,TGB THE GOOD BURGUER,20000682,440026.59,4473004.53
476,LA ISLA TAPAS / CERVECER?A,285027931,445853.56,4473484.46
477,BAR CASTEJ?N,285044773,445844.56,4475404.46
478,FOSTER S HOLLYWOOD,270549319,444185.57,4475871.49
479,BAR AVENIDA TRES,110003635,437397.6,4470802.54
480,PUB STROMBOLI,200001351,448728.55,4475174.42
481,RESTAURANTE NIDO,200002021,449048.55,4475026.41
482,LA TAGLIATELLA,280022101,442549.59,4477396.51
483,BIBEY,270551502,,
484,RTE. CONDUMIOS TABERNA,280020518,441467.59,4474298.52
485,TABERNA DEL OLIVO,40002923,443056.58,4475651.5
486,MONTE CASTELA,270331684,442781.58,4475668.5
487,LA CERVECERIA MANCILES,40001176,442895.58,4475943.5
488,BAR GALOPE,150000412,445779.57,4475515.46
489,COMPACT BAR DE COPAS,270538776,445300.57,4476753.47
490,BAR BERROCAL,150001133,444460.57,4475369.48
491,ANMARI,270324565,446472.56,4475331.45
492,OSAKA RESTAURANTE,270395332,443566.58,4475242.49
493,JOSE LUIS,270084755,441771.59,4476485.52
494,MAS Q MENOS,40001334,441370.59,4474870.52
495,SANXENXO,270420792,442427.58,4475695.51
496,PINCHOS UDABERRI,280003853,442546.58,4476001.51
497,DALA'S,280023081,441780.61,4480153.53
498,SOLIDERE,50002088,443379.59,4478162.5
499,BAR CAFETER?A ESPIG?ETE,270448954,442919.58,4476881.5
500,46 FORTY SIX,50001060,442324.6,4478843.52
501,BULEVAR 54,270079962,442774.58,4475952.5
502,REGATES,270264513,442266.59,4476409.51
503,LLAO LLAO,280011876,439960.59,4474015.53
504,BAR OS PEREGRINOS,270240899,441152.58,4473073.52
505,EL LAGAR RESTAURANTE CASUAL,20000381,440264.59,4472254.53
506,PULPERIA O'RIBEIRI?O,20000920,441381.58,4472900.52
507,BAR GAMOS,20000113,438954.6,4473391.54
508,CAFETERIA SOMOLINOS,270433313,440314.59,4472470.53
509,BAR PONTONES,270309268,439355.59,4472967.53
510,EL HORREO DE VALMAYOR,280054960,436222.59,4469440.55
511,BAR TEIDE,270058035,440946.58,4472851.52
512,CERVECERIA EL PASEO,20000880,441040.58,4471910.52
513,CAFETERIA IMPERIAL IV,280018161,439071.6,4473487.54
514,BAR CAFETERIA YULI,20001627,441389.58,4471664.52
515,SABOR,20001330,439172.6,4473351.54
516,CERVECERIA BAR RONDA,280016584,439228.6,4473320.54
517,BAR ESTORIL,280016586,439291.6,4473285.54
518,DUCADO BOLICEVAR,270479181,438988.6,4473925.54
519,RESTAURANTE VILLA DEL PRADO,20001504,441710.58,4472406.51
520,PIRULO,270194257,442551.58,4474423.51
521,BAR EL MERCADO,270544240,445234.56,4472900.47
522,SAINZ DE BARANDA 76,30000374,443396.57,4474288.49
523,CAFETERIA RTE. LIRA,270443155,443227.57,4473332.5
524,MAESTRO CHURRERO,285003943,440247.59,4474194.53
525,CA?AS Y TAPAS,270419395,441209.58,4473384.52
526,CERVECERIA LA SURE?A,285042838,448697.56,4475555.42
527,CASA LILI,270312334,445480.56,4473012.46
528,TABERNA MIRANDA,10002373,439817.59,4474057.53
529,BOMBAY BLUE,280008604,440396.59,4473541.53
530,QUING MA,150001432,445636.57,4475968.47
531,GALAXI KEBAB,270378910,443085.57,4472284.5
532,OPTICA LAZARO,270536926,442519.59,4478405.51
533,ANTIGUA CASA NARCISA,270539935,441748.61,4480365.53
534,RESTAURANTE LA CHAMARTINA- PEPA,280022757,441785.6,4479170.53
535,VIPS,270443540,443317.58,4477430.5
536,BK,270097871,443453.58,4477341.5
537,CERVECERIA TAPERIA LA NI?A,285007512,441816.6,4479911.53
538,BAR BARCOS,270225725,447451.56,4475354.44
539,EL CAMARON,270410332,442654.58,4476667.51
540,CERVECERIA 43,270361752,441733.6,4479302.53
541,BODEGA VIEJA,290000333,442803.59,4478323.51
542,RESTAURANTE CAZORLA,280023521,442459.59,4477955.51
543,TAPAS 44,40000899,442218.58,4475992.51
544,LA ORIGINAL,170000924,439785.54,4466388.52
545,R?TULO NO INFORMADO,280043044,434735.63,4472019.57
546,EL PARAGUAS,270345538,441818.58,4475018.52
547,CAFETERIA RESTAURANTE GONGORA,270228328,442467.58,4476077.51
548,SIXTO,40002893,443011.58,4475686.5
549,BAR SPORT,270184457,447356.53,4469513.43
550,DOMINO?S PIZZA,280060976,448401.52,4468831.41
551,EL JARDIN,270438575,439691.59,4472613.53
552,CAFE ZOCODOVER,280016705,439616.59,4473065.53
553,BAR RTE VILLA DE VIGO,20001016,441065.58,4473042.52
554,CAFETERIA ALFE,270226178,441093.58,4473082.52
555,BRED & RICOTA,285005266,440842.58,4472726.52
556,LAS MANTELERAS,285005623,441375.58,4471270.52
557,CERVECERIA MOLSON,20000761,440037.59,4472142.53
558,EL REY DE LA FRUTA AUTOSERVICIO,270517984,440427.59,4472568.52
559,CAFETERIA MANZANARES,280018490,439789.59,4472540.53
560,VIENA CAPELLANES,280018593,441166.58,4471267.52
561,RESTAURANTE LOS CASTA?OS,20001031,441167.8345,4471069.026
562,PANE'S AND PANE`S,280018156,439488.59,4472714.53
563,LA FLOR DE ASTURIAS,270056493,441039.58,4471550.52
564,LA TABERNA DEL TIO INDA,20001410,440917.58,4472757.52
565,BAR ALCAZAR,20000526,440225.59,4472874.53
566,CERVECERIA XUKAR,270058243,441214.58,4472731.52
567,EL RINC?N DE TITI,285005654,441316.58,4471422.52
568,LUCAS CAFETERIA CERVECERIA,270431894,440160.59,4472203.53
569,FERROCARRIL,285005050,440952.58,4472463.52
570,ATENEA,280016713,438972.6,4473925.54
571,BAR MELILLA,20000669,439770.59,4472407.53
572,A'TRAPALLADA,20000110,440076.59,4472863.53
573,BAR DAKOTA,20001456,439323.59,4472663.53
574,FOSTER HOLLYWOOD STREET,20001739,442403.57,4471564.51
575,EL HAYEDO,20001845,442358.57,4471599.51
576,COLBY,285005582,439181.6,4473182.54
577,BOUTIQUE SENY,270346016,441061.58,4472126.52
578,CAFETERIA PASTELERIA SELLA,280017725,441411.58,4472682.52
579,BAR ARGANDA,270058884,439971.59,4472405.53
580,CAFE DELICIAS,20000116,441129.58,4472503.52
581,NAZAR DONER KEBAB,20000083,441045.58,4471621.52
582,CASA MAXI,20000440,440785.58,4472180.52
583,BAR LOS ANGELES,270054237,438869.6,4472983.54
584,ALBAS TAPAS,280018153,439532.59,4472726.53
585,BAR RESTAURANTE ASTURIAS,270287457,441226.58,4473134.52
586,RESTAURANTE EL TRILLO,285005601,442285.57,4471464.51
587,CAFE BAR MANOLO,270180718,439182.54,4466112.52
588,BAR CERVECERIA TAPALOCA,20000486,441066.58,4472556.52
589,BAR VI?AS,270056047,440975.58,4471748.52
590,MORRIGHA IRIS TAVERN,270055478,440564.59,4472334.52
591,WINGS4YOU,40001283,443005.58,4475118.5
592,BAR RESTAURANTE LEON,270218400,442285.59,4476223.51
593,EL RATITO BAR CERVECERIA,200000898,446228.57,4477246.46
594,A CANTINELLA,200001366,448246.55,4474753.42
595,CHOF CHOF,280047163,440695.62,4481895.55
596,RASPUTIN,270039044,439478.6,4473740.53
597,100 MONTADITOS,270315551,439922.59,4473662.53
598,CERVECERIA LAS HERAS BAR,280047027,438856.63,4481218.57
599,JOSE LUIS,270443566,441665.59,4476397.52
600,BAR ANTIPODES,280009186,440862.59,4473928.52
601,CAFE SILMA BAR,270195124,442676.58,4474859.5
602,CASA DOMINGO,270488385,442019.58,4474765.51
603,CERVECERIA J. VIZCAINO,200000120,448033.56,4476429.43
604,CERVECERIA MIRA MADRID TANZIM,270143220,435472.62,4471603.57
605,BAR CERVECRIA,270402086,433898.62,4470258.58
606,LA TRATORIA DE ALUCHE,100001228,434960.62,4471184.57
607,EL PALADAR,40002401,443544.58,4475251.49
608,LAS VEGAS,170001010,440820.54,4467611.51
609,PASACALLES BAR RESTAURANTE,270066499,441364.59,4474635.52
610,LA FABRICA DE LA YAYA,30000993,442592.58,4473275.5
611,LA PAUSA,270349930,442486.59,4477728.51
612,IKURA SUSHI BAR,50001170,442881.59,4478841.51
613,BERNIS BAR,50001254,442282.59,4477130.51
614,DONER KEBAB BAR BIG CHIKEN,270529371,443910.56,4471551.48
615,BAR VEN Y VERAS,285035687,443944.56,4471562.48
616,BAR GUERRERO,270200638,443693.56,4471236.49
617,BAR CERVECERIA BELKIS,280057226,443976.55,4469690.48
618,BAR OASIS,270183733,440686.55,4468122.51
619,OMUT KEBAP CENTER,280047835,440290.62,4480920.55
620,YEDRA,270029320,443012.57,4473153.5
621,LAS FAROLAS,270381368,438198.6,4473897.55
622,CERVECERIA LAS ROCAS,270028759,439877.59,4471550.53
623,BAR ALMENARA,280047321,439458.62,4480551.56
624,BAR LOS GRANAINOS,270537449,439104.63,4482022.57
625,MAYE'S BISTRO HAMBURGUESAS DE AUTOR,270542035,443711.62,4484227.52
626,RESTAURANTE CHINO LI MING,270477822,443416.58,4475786.5
627,MAKKILA,270537470,442300.58,4476222.51
628,CASA SANTIAGO,270059348,442272.58,4472918.51
629,RESTAURANTE CERVECERIA CASA LEANDRO,270076479,443428.58,4475892.5
630,LA TRAVIESA,270312580,441689.59,4476485.52
631,CAFE BAR JM,270183198,440747.54,4466861.51
632,R?TULO NO INFORMADO,285001759,439926.59,4473627.53
633,RESTAURANTE,270022163,441446.59,4476674.52
634,MAGERIT CAFETERIA,270308071,439921.59,4474126.53
635,MARTINICA GASTROBAR,270400526,442630.58,4476384.51
636,DAKAR II,270181168,439751.54,4466279.52
637,TELEPIZZA,270493586,448590.55,4475018.42
638,VILLALOBILLOS CERVECERIA RESTAURANTE,270496054,443275.58,4476374.5
639,BAR 988,270137768,438992.62,4479975.56
640,EL MONTERO DE CAZORLA,270403317,444459.57,4475875.48
641,ENTRE CASTILLAS,285044247,445325.57,4476174.47
642,RESTAURANTE LOREDO,280044249,439414.6,4474784.54
643,BAR LA PARROQUIA,280016564,439153.6,4473294.54
644,BAR SANABRIA I,270497287,447222.56,4475078.44
645,YO QUE SE,270452241,444053.56,4472225.48
646,R?TULO NO INFORMADO,280007780,439609.6,4473901.53
647,CAFE & TAPAS,270052846,440312.59,4474035.53
648,LA SURE?A,270549995,440302.59,4474035.53
649,"LAS DELICIAS DEL JAMON,",90000626,439399.6,4474770.54
650,PANISIMO,270443174,445089.55,4471263.47
651,LA MU?OZA,270032738,435481.62,4471598.56
652,R?TULO NO INFORMADO,270541495,435026.62,4470704.57
653,EL OLVIDO,50000901,441764.6,4479098.53
654,SOPA,50001442,442968.59,4477706.5
655,EL RINC?N DE TONI,280042131,436041.62,4472821.56
656,ANTEP DONER KEBAP,285028575,446632.55,4473162.45
657,EL CALENTITO,270185217,448211.53,4470165.42
658,CARLOS RESTAURANTE,200001354,446212.57,4477239.46
659,EL FARO COCEDERO,280057680,443516.56,4471039.49
660,LA BODEGA VK,270354927,444473.55,4470695.47
661,DE PARTIDA,40001888,441893.59,4476251.52
662,TABERNA DEL PUERTO,270241883,442580.58,4476201.51
663,CASA NEMESIO,50000876,441757.61,4480404.53
664,CAFETERIA LIMA,270091386,442831.59,4478164.51
665,BARVENTU,280048252,438910.63,4481777.57
666,CADILLAC SOLITARIO (L-60) LOCAL K-L-M-N,280046984,,
667,GRAN HOTEL VELAZQUEZ,270069438,442008.58,4475508.51
668,EL GATO NEGRO,270329510,441287.52,4465978.5
669,BAR LOS ALAMOS,140000655,444307.57,4473970.48
670,CAFETERIA CANTALEJO,280007606,439926.59,4473744.53
671,LA CARMEN,280011539,440370.59,4474495.53
672,BAR LA RIBERA,270039772,439972.59,4473512.53
673,RESTAURANTE GIBRALTAR,270539695,440145.59,4473139.53
674,CERVECER?A LUSI,270490304,440032.59,4473098.53
675,BAR LA QUINTERIA,280007783,439598.6,4473837.53
676,SANTA MARTA,10002435,440050.59,4474068.53
677,LA CANTINA DE BIRRA,280010781,439913.6,4475431.53
678,CERVECERIA  PLAZA MAYOR,270053066,440031.59,4474062.53
679,MUSA LATINA,270039135,439595.6,4473815.53
680,RESTAURANTE VIVA LA VIDA,10003016,439605.6,4473780.53
681,TABERNA BAZTAN,280010584,440312.6,4475355.53
682,R?TULO NO INFORMADO,280022636,441737.6,4478810.52
683,KARRAKELA,50000908,442786.61,4481095.52
684,CERVECERIA EL ENFRADOR,270538489,442469.6,4478910.52
685,CAFE CENTRAL,270043168,440454.59,4473963.53
686,CASA EDUARDO,270022337,439849.59,4474131.53
687,CAFE ZARRA BAR,270307681,439925.59,4474076.53
688,MESON 5 JOTAS,10002297,440156.59,4474286.53
689,LA CATEDRAL,270378550,440520.59,4474232.53
690,RESTAURANTE VI?A P TABERNA,280009276,440541.59,4474052.53
691,BAR RESTAURANTE,270244967,440229.59,4474569.53
692,PRIORITE,280011400,440470.59,4474535.53
693,MESON LAS REDES,100000159,434862.62,4471761.57
694,PUB LA PLAZA,270439965,438522.59,4470847.54
695,GINOS-VIPS,270537311,442446.57,4471612.5
696,CANTINA MOCTEZUMA,280007538,439715.6,4473948.53
697,CERVECERIA 100 MONTADITOS,270038638,439869.59,4473908.53
698,CAFETERIA VIANVI,270379054,440317.59,4474445.53
699,O?REILLYS,270537018,440447.59,4474173.53
700,BAR EL  ROCIO,270220224,440432.59,4474174.53
701,VIUDA DE VACAS,280007843,439586.59,4473524.53
702,LA DOMA,270511620,441724.59,4476484.52
703,BAR RESTAURANTE TENDIDO 7,40000855,443400.58,4475851.5
704,TOMMY MEL'S,270531592,440467.59,4474291.53
705,BAR GASTRONOMICO KORGUI,285001306,439645.6,4473950.53
706,PIZZA MALATESTA,280011958,440014.59,4474238.53
707,RESTAURANTE PADRON,10002975,440002.6,4475195.53
708,RESTAURANTE RODRIGUEZ,270052747,440128.59,4474125.53
709,RINC?N DE LA CAVA,270420246,439914.59,4474065.53
710,DON CALAMAR,280011940,439937.59,4474057.53
711,BAR TINEO,270202932,439924.59,4474083.53
712,CAFETERIA J.M.,270079591,442767.58,4476126.5
713,DUENDE,40001198,442759.58,4476033.5
714,BAR MONSERRAT,170001383,440564.54,4467559.51
715,BAR CAFETERIA ELISABETH,270278858,443756.58,4476620.49
716,LA TIENTA,270075999,443762.58,4475672.49
717,EL RINCON DE JAEN II,270266429,443340.58,4475605.5
718,EL BARRILITO,270493514,443002.59,4478882.51
719,CRICKET CAFE BAR,280022758,441803.6,4479168.53
720,CAFETERIA VALOR,270080736,442695.58,4475591.5
721,LA BRASA,270140469,437199.61,4473469.55
722,CHURRERIA LA NUEVA,270307127,448471.53,4470335.41
723,RESTAURANTE THONG,270271336,441734.59,4476489.52
724,TANTEO,270083495,442272.59,4476266.51
725,LA RIA,280011503,440434.59,4474184.53
726,BAR CAFETERIA ENRO,280022951,442517.6,4479911.52
727,LA TAPILLA SIXTINA,280072416,445161.57,4476555.47
728,BAR,270173811,444742.58,4476678.48
729,GASTROBAR  TUTIPLEN,285013038,449843.58,4479354.41
730,NIKO'S BAR,285014634,440392.62,4480688.55
731,CAFETERIA BLANCO Y NEGRO CERVECERIA,280059432,445533.54,4470642.46
732,GRAYMAR,270183264,441027.54,4467005.51
733,BAR-RESTAURANTE LA GLORIA,270540810,440960.64,4484590.56
734,CERVECERIA LA CONSERVA,40002569,443638.58,4475240.49
735,BAR SANTAMARIA,270058236,441186.58,4472733.52
736,HOTEL RAFAEL ATOCHA,20000407,441690.58,4472539.52
737,OL? T?,270032639,439430.63,4481003.56
738,LA VENTA DE ESCAMPLERO,30000768,442922.58,4474063.5
739,SOBRE VINO,40001219,442768.58,4476151.5
740,BAISAKHI,270532105,440398.59,4473479.53
741,URBAN MADRID CAFE,280012033,440003.59,4474440.53
742,LA BOMBILLA,270039696,440523.59,4474050.53
743,LA CASSETA,270404478,442498.58,4475691.51
744,MILFORD,270309491,441980.59,4476042.52
745,NO SOLICITADO,270419546,442249.58,4474988.51
746,RETAPAS,270492631,440341.59,4473319.53
747,HOTEL INTUR PALACIO DE SAN MARTIN,10001382,440044.59,4474460.53
748,RESTAURANTE LOS ARRIEROS,270414716,439585.6,4474161.53
749,PASTELERIA MANOLO CAFETERIA,270244370,440926.59,4475434.52
750,LLAO LLAO,270441651,440456.59,4474513.53
751,RESTAURANTE DOMIN?,80000291,,
752,CASTILLO 100,280042371,436134.61,4471281.56
753,PIZZERIA SANDOS,280010387,440305.6,4475417.53
754,CAFE MALABAR,280010692,440299.6,4475346.53
755,PIZZERIA MARAVILLAS,10002879,440292.6,4475347.53
756,BAR EL RINC?N DE TOMY,270027302,447246.53,4470155.43
757,HELADER?A,20000364,438844.6,4473911.54
758,O'CLOCK,40002488,442284.58,4476020.51
759,RESTAURANTE OBOI PARRILLA,20001579,439686.59,4472392.53
760,STARBUCKS,10002055,440379.59,4474640.53
761,HOTEL CATALONIA GRAN VIA Y RTE. LA PEDRERA,270326855,440692.59,4474543.53
762,STRAWBERRY FIELDS,280010269,440301.6,4475624.53
763,CAFE DUQUE DE ALBA,270541855,440034.59,4473678.53
764,R?TULO NO INFORMADO,10001171,440023.59,4474246.53
765,ESPA?A CA?I,285002828,440398.59,4473981.53
766,FOREMAN,280048929,440131.64,4483902.56
767,CAFETERIA FRANCIS,270131085,440662.62,4480988.54
768,VILLA VERIN,270276182,440282.59,4474696.53
769,EL RINCON,280010952,440314.6,4475217.53
770,TABERNA LA LIRIO,285003498,440273.6,4475223.53
771,RODILLA,270209319,441214.58,4473346.52
772,ABADIA,280011316,439954.6,4474608.53
773,LA ESTRECHA DE LAVAPIES,280008601,440385.59,4473537.53
774,CAFETERIA VERDOY,270269786,440814.59,4474875.53
775,LA CHUEQUITA,280010036,440811.59,4474923.53
776,EL BOQUERON,285003993,439910.59,4474080.53
777,LAS BRAVAS,270043475,440418.59,4474054.53
778,MUSEO DEL JAMON,270050152,439792.6,4474938.53
779,FRIDAYS,10002857,439762.6,4474963.53
780,HOTEL SENATOR ESPA?A,10002742,439816.6,4474921.53
781,TABERNA LA MANCHA EN MADRID,270477398,440488.59,4473114.53
782,CAFE BAR RODA,270042846,441070.59,4473804.52
783,PERICO,270532513,440560.59,4473989.53
784,RODILLA,285001226,439879.6,4474815.53
785,LA TAQUERIA DE BIRRA,270049103,439898.6,4475401.53
786,LAP CAFE,270040890,440142.59,4473418.53
787,THE CAVERN,270534958,439783.6,4474182.53
788,EL MERCADO DE LA REINA,270496840,440717.59,4474566.53
789,DI BOCCA RESTAURANTE ITALIANO,10002104,439854.6,4474835.53
790,CAFFE DEL ARTE,270047918,440477.59,4475379.53
791,CERVECERIA LA ABUELA,270359836,440407.59,4474058.53
792,RESTAURANTE EL SOPORTAL,270053215,440046.59,4474116.53
793,EL VENTORRILLO,270236351,439428.6,4473827.54
794,CAFE Y TAPAS,10003661,440586.59,4473995.53
795,O'CACHO DO JOSE,10001429,440569.59,4474057.53
796,CAFE Y TAPAS,280012052,440380.59,4474346.53
797,LA TERRAZA D'MYSTIC,280009685,440830.59,4474896.53
798,TABERNA  JOSE LUIS,270417058,440826.59,4474886.53
799,SHAPLA INDIAN RESTAURANTE,285002193,440393.59,4473490.53
800,FREDDO FREDDO (EXPOSITOR DE HELADOS),10001686,439820.6,4474142.53
801,LATA TAPA,280011436,440445.59,4474485.53
802,JINODE,280008237,441052.59,4473537.52
803,CAFE TABERNA ALABANDA,280008512,440486.59,4473109.53
804,LA CA?ER?A,270532286,433482.65,4477700.61
805,RESTAURANTE CRUZ CAFE,270084117,442145.59,4476224.51
806,LA TABERNA DEL PINTOR,270367404,443453.58,4475502.49
807,LA LLAVE DE ORO CAFETERIA,270035968,441958.58,4474832.51
808,LA TAGLIATELLA,270081370,442437.58,4476011.51
809,CAFETERIA FLORES,285025090,436894.6,4470942.55
810,BAR SALSERIA,270309726,439640.59,4473048.53
811,FOSTER'S HOLLYWOOD,270449050,439773.6,4474373.53
812,LOS MANCHEGOS,270184111,447209.53,4470130.43
813,BURGOS CERVECERIA,270445586,447380.55,4474529.44
814,UNUS BAR RESTAURANTE,280066910,446204.57,4477234.46
815,CAFE EUROPA,20000829,439739.59,4472694.53
816,CERVECERIA-RESTAURANTE LA ALEGRIA,280051044,440311.58,4471477.52
817,CERVECERIA THE FAMILY CAFETERIA,270525692,440874.58,4470769.52
818,CAFETERIA DOS TORRES,270056830,441072.58,4471892.52
819,EL CALLEJON,150001008,443954.58,4477798.49
820,BAR-RESTAURANTE PANDO,270220539,441111.58,4473184.52
821,MUSEO DE LAS PATATAS,270057273,440912.58,4472465.52
822,CERVECERIA ECU CAFETERIA,270206136,448102.57,4477509.43
823,LA CHOZA DE DAVID,20001971,442336.57,4471507.51
824,BODEGAS ROSELL,20000447,441372.58,4472800.52
825,LA SANTI?A CERVECERIA CAFETERIA,200000877,447956.55,4474581.43
826,BAR LAS TINAJAS,20000314,440768.58,4472026.52
827,CERVECER?A RESTAURANTE TIZON,270055877,440718.58,4471862.52
828,CAFETER?A CHURRER?A LEGAZPI,270056233,441067.58,4471416.52
829,CERVECERIA RESTAURANTE CASA ANGEL,200001221,446912.57,4476892.45
830,BAR LAS TRES RUEDAS,200000240,446918.56,4475743.45
831,RESTAURANTE PLAZA DE VILLAVERDE BAJO,280062308,441337.53,4467043.5
832,BAR KAIKU,270314231,441263.58,4473090.52
833,VIPS,290000168,440039.59,4472936.53
834,CAFETERIA RESTAURANTE DAKAR,270183246,440993.54,4466962.51
835,BAR TASIO,170002152,441057.54,4467260.51
836,NATALY,285029169,439293.54,4466167.52
837,3B,200001006,446560.57,4476823.45
838,CERVECERIA MUERDE LA TAPA,270242266,441202.54,4467271.51
839,"MAXILOALAMAN, S.L.",270419160,435016.62,4471105.57
840,CASA TASIO,270181309,439599.54,4466366.52
841,TABERNA VINOTECA LA TORRE,170000723,440772.55,4467769.51
842,GARZON,270029621,446595.56,4475530.45
843,VOLLE KANNE,280016697,439517.59,4472950.53
844,MESON GALLEGO,200000114,447758.56,4475347.43
845,LA ANDALUZA,20000997,439478.59,4472841.53
846,PAPAS PIZZA,20000131,441307.58,4472724.52
847,CAFETERIA REAL,270527792,443012.56,4470602.5
848,CERVECERIA CRUZ BLANCA,90000839,438693.6,4474971.54
849,JEAN LOUIS DAVID,20001779,439843.59,4472738.53
850,CERVECERIA 100 MONTADITOS,40001552,442827.58,4475003.5
851,FRIDAYS,270527501,441668.6,4477950.52
852,EL MIRADOR DE SAN ISIDRO,280016757,439457.59,4472630.53
853,ELVIRREY DE SAN TELMO,20001901,442321.57,4471495.51
854,RESTAURANTE CERVECERIA CABO FISTERRA,270539207,439734.59,4472321.53
855,PASSAPAROLA,270469265,434981.62,4471101.57
856,LE PETIT PRINCIPE,40000599,442818.58,4475072.5
857,TABERNA DAMA JUANA,280057866,443692.56,4471195.49
858,BURGER KING,20000320,440232.59,4472510.53
859,EUROBAR COPPOLA,20000462,439815.59,4472274.53
860,RESTAURANTE OVIEDO,270322927,440057.59,4472138.53
861,EL HORNO,200001110,446625.56,4476176.45
862,LIZARRAN,40001647,442688.58,4475508.5
863,PANELA & CO,270475461,441712.59,4476477.52
864,BAR-CAFETER?A-CHURRERIA,285020650,439839.57,4469108.52
865,LAS  BRAVAS,280011502,440427.59,4474185.53
866,EN COPA DE BALON,280011721,440014.59,4474062.53
867,RODILLA,280009757,440798.59,4474885.53
868,LA CARBONERIA,280011957,440013.59,4474234.53
869,100 MONTADITOS,10002357,441219.58,4473355.52
870,LLAOLLAO,280010459,440522.59,4474957.53
871,PIZZA PITA,280010390,440477.59,4475373.53
872,LA BOHEMIA,270277068,440829.59,4474891.53
873,O?FARO DE FINISTERRE RESTAURANTE,270051335,439946.6,4474622.53
874,LAVAPIES SHAPLA,270310047,440403.59,4473473.53
875,CAFE PEPE BOTELLA,270439986,440311.6,4475346.53
876,A MI?A GAITA,270362086,440055.59,4474518.53
877,CHOCOLATERIA SAN GINES ANEXO,270271237,440037.59,4474257.53
878,RINCON DE REYES,10002968,439764.6,4475035.54
879,DON CARNARL,10002139,439895.59,4474065.53
880,CAFETERIA ARMENIA,270395877,440289.59,4474354.53
881,MUSEO DEL JAMON,280011728,439901.59,4474093.53
882,MESON VI?A T,270051471,440018.59,4474515.53
883,CARMEN / EXT. 2-3,285002026,,
884,SANTANDER CAFETERIA,270512052,440936.59,4475451.52
885,MAESTRO VILLA VINOTECA,270440037,439912.59,4474015.53
886,FIVE GUYS,280011713,439981.59,4473976.53
887,BAR RESTAURANTE URUMEA II,280007639,439752.59,4473578.53
888,LA BODEGUITA DE ORENSE,270414642,441064.6,4478350.53
889,LA PAELLA REAL,280012590,,
890,TABERNA LA INQUILINA,270525090,440530.59,4473460.53
891,LE ROLLERIE,270322319,440003.59,4474206.53
892,CAFE FIGUEROA,270045084,440664.59,4474920.53
893,FERMENTERA,270349631,440797.59,4474843.53
894,RESTAURANTE VEGETARIANO,280007458,439718.6,4474218.53
895,EL RINCON GUAY,280008453,440251.59,4473224.53
896,TABERNA LA EXTREME?A. PRODUCTOS DE MI TIERRA,10000517,439764.59,4473674.53
897,CAFETERIA OSS,270507772,440270.59,4473191.53
898,EL PALADAR DE LAVAPIES,270529776,440598.59,4473324.52
899,DANS LE NOIR,270037375,439628.6,4474180.53
900,DONNER KEBAP,280008473,440297.59,4473171.53
901,COOB MOSS 2,285003015,440818.59,4474861.53
902,CREPERIE BUB?,40000315,442555.58,4475687.51
903,TABERNA LA CASA DE LAS TOSTAS,280008814,440827.59,4473276.52
904,LA CAJITA DE NORI,280010794,439760.6,4475414.54
905,MICRO TEATRO POR DINERO,280011287,440269.59,4474784.53
906,TAPA TAPA,10003144,440506.59,4474047.53
907,CASA GRANA,270413827,440995.59,4475344.52
908,VIENA CAPELLANES,270331418,441023.59,4475408.52
909,LA TRAVIATA,270444365,439790.6,4474371.53
910,RESTAURANTE BEIRUT,280008511,440513.59,4473157.53
911,BAR RESTAURANTE LA MURALLA II,270446647,439679.59,4473688.53
912,BAR ESTEBAN,280011104,440208.59,4474708.53
913,CERVECERIA RESTAURANTE DO?A JUANA,270476432,440078.59,4474511.53
914,CAFE BAR EL HECHIZADO,270358822,439770.59,4473873.53
915,LA MORDIDA,280012091,439681.6,4473930.53
916,RESTAURANTE LA CANELA,280010978,439782.6,4475379.54
917,LA COSTANILLA,280007426,439857.6,4474211.53
918,INDIAN RESTAURANT SONALI,285002192,440377.59,4473509.53
919,CASA ANTONIO,280007642,439787.59,4473582.53
920,RESTAURANTE EL POZO REAL,280012054,440504.59,4474197.53
921,TIRADITO,280010847,439807.6,4475605.54
922,HOTEL VILLAREAL,270356119,440858.59,4474110.52
923,DON JAMON,270050000,439910.6,4474838.53
924,LA ESQUINITA,270038431,439805.6,4474186.53
925,PIZZERIA TRATTORIA SCIANTUSI,280011373,439993.6,4474508.53
926,CORRIENTES 348,10001936,439958.59,4474028.53
927,LA CASA DE ASTURIAS,270479309,440621.59,4473295.52
928,SOIDEMERSOL,10002538,440647.59,4473314.52
929,MESON MORENO,270545475,444149.56,4471539.48
930,MESON CASA SERGIO,270162238,444848.55,4471023.47
931,SIDRERIA ASGAYA,130001790,444555.56,4471114.47
932,CASA NOVILLO,130001211,444591.55,4470944.47
933,BAR LOS CANALES,130001362,443031.56,4470118.49
934,TABERNA PINCHO Y COMA,270411996,443877.56,4470761.48
935,KEBAP KURDISTAN,130002117,443915.56,4471703.48
936,PAPALAGUINDA,270161679,445556.55,4471385.46
